"Query","Marker.name","Sbicolor_3"
"Chr09-016456532-top","MsaSorghum031907","Chr05-05752948-top"
"Chr10-011326857-top","MsaSorghum031907","Chr05-05752948-top"
"Chr09-016456535-bot","MsaSorghum031908","Chr05-05752951-bot"
"Chr10-011326860-bot","MsaSorghum031908","Chr05-05752951-bot"
"Chr09-016457568-top","MsaSorghum031910","Chr05-05753975-top"
"Chr10-011327869-top","MsaSorghum031910","Chr05-05753975-top"
"Chr09-016569085-bot","MsaSorghum031932","Chr05-05932234-bot"
"Chr10-010828443-bot","MsaSorghum031932","Chr05-05932234-bot"
"Chr09-016007408-bot","MsaSorghum031940","Chr05-06057218-bot"
"Chr10-010991999-bot","MsaSorghum031940","Chr05-06057218-bot"
"Chr09-016010180-top","MsaSorghum031941","Chr05-06060218-top"
"Chr10-010994735-top","MsaSorghum031941","Chr05-06060218-top"
"Chr09-016061791-top","MsaSorghum031942","Chr05-06085412-top"
"Chr10-011012743-top","MsaSorghum031942","Chr05-06085412-top"
"Chr09-016061794-bot","MsaSorghum031943","Chr05-06085415-bot"
"Chr10-011012746-bot","MsaSorghum031943","Chr05-06085415-bot"
"Chr09-015731388-bot","MsaSorghum031952","Chr05-06126568-top"
"Chr10-011125554-top","MsaSorghum031952","Chr05-06126568-top"
"Chr09-015730470-bot","MsaSorghum031953","Chr05-06127458-top"
"Chr10-011126502-top","MsaSorghum031953","Chr05-06127458-top"
"Chr09-015730467-top","MsaSorghum031954","Chr05-06127461-bot"
"Chr10-011126505-bot","MsaSorghum031954","Chr05-06127461-bot"
"Chr09-015719834-bot","MsaSorghum031956","Chr05-06133138-top"
"Chr10-011131764-top","MsaSorghum031956","Chr05-06133138-top"
"Chr09-015719831-top","MsaSorghum031957","Chr05-06133141-bot"
"Chr10-011131767-bot","MsaSorghum031957","Chr05-06133141-bot"
"Chr09-015719383-top","MsaSorghum031958","Chr05-06133589-bot"
"Chr10-011132215-bot","MsaSorghum031958","Chr05-06133589-bot"
"Chr09-015719374-top","MsaSorghum031960","Chr05-06133598-bot"
"Chr10-011132224-bot","MsaSorghum031960","Chr05-06133598-bot"
"Chr09-015655410-bot","MsaSorghum031961","Chr05-06154915-top"
"Chr10-011196157-top","MsaSorghum031961","Chr05-06154915-top"
"Chr09-015654751-bot","MsaSorghum031963","Chr05-06155540-top"
"Chr10-011196794-top","MsaSorghum031963","Chr05-06155540-top"
"Chr09-015654748-top","MsaSorghum031964","Chr05-06155543-bot"
"Chr10-011196797-bot","MsaSorghum031964","Chr05-06155543-bot"
"Chr09-014738916-bot","MsaSorghum031985","Chr05-06719340-top"
"Chr10-012637385-top","MsaSorghum031985","Chr05-06719340-top"
"Chr09-014738913-top","MsaSorghum031986","Chr05-06719343-bot"
"Chr10-012637388-bot","MsaSorghum031986","Chr05-06719343-bot"
"Chr09-014333142-top","MsaSorghum031991","Chr05-06741440-top"
"Chr10-012964990-top","MsaSorghum031991","Chr05-06741440-top"
"Chr09-014333145-bot","MsaSorghum031992","Chr05-06741443-bot"
"Chr10-012964993-bot","MsaSorghum031992","Chr05-06741443-bot"
"Chr09-014334961-top","MsaSorghum031993","Chr05-06743308-top"
"Chr10-012966795-top","MsaSorghum031993","Chr05-06743308-top"
"Chr09-014513292-bot","MsaSorghum031999","Chr05-06766887-bot"
"Chr10-013032127-bot","MsaSorghum031999","Chr05-06766887-bot"
"Chr09-014070281-bot","MsaSorghum032008","Chr05-06910095-top"
"Chr10-013398269-top","MsaSorghum032008","Chr05-06910095-top"
"Chr09-014068971-top","MsaSorghum032012","Chr05-06911408-bot"
"Chr10-013399572-bot","MsaSorghum032012","Chr05-06911408-bot"
"Chr09-014061449-bot","MsaSorghum032016","Chr05-06942406-top"
"Chr10-013409429-top","MsaSorghum032016","Chr05-06942406-top"
"Chr09-013969839-top","MsaSorghum032021","Chr05-06991426-bot"
"Chr10-013813076-bot","MsaSorghum032021","Chr05-06991426-bot"
"Chr09-013924383-bot","MsaSorghum032022","Chr05-07018695-top"
"Chr10-013813076-bot","MsaSorghum032022","Chr05-07018695-top"
"Chr09-013910891-bot","MsaSorghum032026","Chr05-07022747-top"
"Chr10-013809699-bot","MsaSorghum032026","Chr05-07022747-top"
"Chr09-013910888-top","MsaSorghum032027","Chr05-07022750-bot"
"Chr10-013809696-top","MsaSorghum032027","Chr05-07022750-bot"
"Chr09-013910320-bot","MsaSorghum032028","Chr05-07023317-top"
"Chr10-013809128-bot","MsaSorghum032028","Chr05-07023317-top"
"Chr09-013910317-top","MsaSorghum032029","Chr05-07023320-bot"
"Chr10-013809125-top","MsaSorghum032029","Chr05-07023320-bot"
"Chr09-013876574-top","MsaSorghum032030","Chr05-07037174-bot"
"Chr10-013779238-top","MsaSorghum032030","Chr05-07037174-bot"
"Chr09-013867561-bot","MsaSorghum032032","Chr05-07043019-top"
"Chr10-013773571-bot","MsaSorghum032032","Chr05-07043019-top"
"Chr09-013867558-top","MsaSorghum032033","Chr05-07043022-bot"
"Chr10-013773568-top","MsaSorghum032033","Chr05-07043022-bot"
"Chr09-013867327-bot","MsaSorghum032034","Chr05-07043253-top"
"Chr10-013773337-bot","MsaSorghum032034","Chr05-07043253-top"
"Chr09-013829178-top","MsaSorghum032035","Chr05-07076324-bot"
"Chr10-013709717-top","MsaSorghum032035","Chr05-07076324-bot"
"Chr09-013812740-top","MsaSorghum032036","Chr05-07079912-bot"
"Chr10-013706034-top","MsaSorghum032036","Chr05-07079912-bot"
"Chr09-013781719-top","MsaSorghum032040","Chr05-07093819-bot"
"Chr10-013692032-top","MsaSorghum032040","Chr05-07093819-bot"
"Chr09-013777663-bot","MsaSorghum032044","Chr05-07117749-top"
"Chr10-013690983-bot","MsaSorghum032044","Chr05-07117749-top"
"Chr09-013743075-top","MsaSorghum032046","Chr05-07184347-bot"
"Chr10-013660321-top","MsaSorghum032046","Chr05-07184347-bot"
"Chr09-013626659-bot","MsaSorghum032047","Chr05-07242906-top"
"Chr10-013551166-bot","MsaSorghum032047","Chr05-07242906-top"
"Chr09-013357791-bot","MsaSorghum032050","Chr05-07304104-bot"
"Chr10-014231741-bot","MsaSorghum032050","Chr05-07304104-bot"
"Chr09-013361143-bot","MsaSorghum032053","Chr05-07307109-bot"
"Chr10-014234745-bot","MsaSorghum032053","Chr05-07307109-bot"
"Chr09-013419725-bot","MsaSorghum032058","Chr05-07350775-top"
"Chr10-014160711-bot","MsaSorghum032058","Chr05-07350775-top"
"Chr09-013419722-top","MsaSorghum032059","Chr05-07350778-bot"
"Chr10-014160708-top","MsaSorghum032059","Chr05-07350778-bot"
"Chr09-017283157-top","MsaSorghum032069","Chr05-07607582-top"
"Chr10-014618565-top","MsaSorghum032069","Chr05-07607582-top"
"Chr09-017283633-top","MsaSorghum032073","Chr05-07608064-top"
"Chr10-014619041-top","MsaSorghum032073","Chr05-07608064-top"
"Chr09-017123138-bot","MsaSorghum032082","Chr05-07715368-top"
"Chr10-014790078-top","MsaSorghum032082","Chr05-07715368-top"
"Chr09-017116755-bot","MsaSorghum032083","Chr05-07770972-top"
"Chr10-014796411-top","MsaSorghum032083","Chr05-07770972-top"
"Chr09-017116752-top","MsaSorghum032084","Chr05-07770975-bot"
"Chr10-014796414-bot","MsaSorghum032084","Chr05-07770975-bot"
"Chr09-018235227-bot","MsaSorghum032087","Chr05-07943068-top"
"Chr10-014940184-bot","MsaSorghum032087","Chr05-07943068-top"
"Chr09-018235224-top","MsaSorghum032088","Chr05-07943071-bot"
"Chr10-014940181-top","MsaSorghum032088","Chr05-07943071-bot"
"Chr09-017948574-bot","MsaSorghum032091","Chr05-07957818-top"
"Chr10-014876737-bot","MsaSorghum032091","Chr05-07957818-top"
"Chr09-017947802-bot","MsaSorghum032092","Chr05-07958616-top"
"Chr10-014875964-bot","MsaSorghum032092","Chr05-07958616-top"
"Chr09-017942768-top","MsaSorghum032095","Chr05-07963702-bot"
"Chr10-014865511-top","MsaSorghum032095","Chr05-07963702-bot"
"Chr09-018133005-top","MsaSorghum032125","Chr05-08561890-top"
"Chr10-015593487-top","MsaSorghum032125","Chr05-08561890-top"
"Chr09-018951342-bot","MsaSorghum032131","Chr05-08596870-bot"
"Chr10-015617528-bot","MsaSorghum032131","Chr05-08596870-bot"
"Chr09-018957298-top","MsaSorghum032132","Chr05-08602555-top"
"Chr10-015622518-top","MsaSorghum032132","Chr05-08602555-top"
"Chr09-018987929-bot","MsaSorghum032133","Chr05-08665361-bot"
"Chr10-015674321-bot","MsaSorghum032133","Chr05-08665361-bot"
"Chr09-018856306-top","MsaSorghum032137","Chr05-08695932-bot"
"Chr10-015733593-bot","MsaSorghum032137","Chr05-08695932-bot"
"Chr09-018799728-bot","MsaSorghum032138","Chr05-08724093-top"
"Chr10-015781428-top","MsaSorghum032138","Chr05-08724093-top"
"Chr09-019214581-bot","MsaSorghum032144","Chr05-08890829-top"
"Chr10-015970646-top","MsaSorghum032144","Chr05-08890829-top"
"Chr09-019214306-bot","MsaSorghum032145","Chr05-08891092-top"
"Chr10-015970903-top","MsaSorghum032145","Chr05-08891092-top"
"Chr09-019613902-bot","MsaSorghum032150","Chr05-08989599-bot"
"Chr10-016063783-bot","MsaSorghum032150","Chr05-08989599-bot"
"Chr09-019618262-top","MsaSorghum032153","Chr05-08993734-top"
"Chr10-016067938-top","MsaSorghum032153","Chr05-08993734-top"
"Chr09-019618557-bot","MsaSorghum032154","Chr05-08994011-bot"
"Chr10-016068232-bot","MsaSorghum032154","Chr05-08994011-bot"
"Chr09-019729083-bot","MsaSorghum032155","Chr05-09048660-bot"
"Chr10-016195423-bot","MsaSorghum032155","Chr05-09048660-bot"
"Chr09-019733879-bot","MsaSorghum032157","Chr05-09053429-bot"
"Chr10-016200786-bot","MsaSorghum032157","Chr05-09053429-bot"
"Chr09-021074053-top","MsaSorghum032178","Chr05-09428036-top"
"Chr10-016497957-bot","MsaSorghum032178","Chr05-09428036-top"
"Chr09-021074056-bot","MsaSorghum032179","Chr05-09428039-bot"
"Chr10-016497954-top","MsaSorghum032179","Chr05-09428039-bot"
"Chr09-021074169-top","MsaSorghum032180","Chr05-09428154-top"
"Chr10-016497841-bot","MsaSorghum032180","Chr05-09428154-top"
"Chr09-021074172-bot","MsaSorghum032181","Chr05-09428155-bot"
"Chr10-016497838-top","MsaSorghum032181","Chr05-09428155-bot"
"Chr09-023406698-top","MsaSorghum032227","Chr05-10574059-bot"
"Chr10-017303669-top","MsaSorghum032227","Chr05-10574059-bot"
"Chr09-027600761-top","MsaSorghum032255","Chr05-11559305-bot"
"Chr10-018631410-top","MsaSorghum032255","Chr05-11559305-bot"
"Chr09-027597709-bot","MsaSorghum032257","Chr05-11561240-top"
"Chr10-018628379-bot","MsaSorghum032257","Chr05-11561240-top"
"Chr09-027597706-top","MsaSorghum032258","Chr05-11561243-bot"
"Chr10-018628376-top","MsaSorghum032258","Chr05-11561243-bot"
"Chr09-027596984-top","MsaSorghum032259","Chr05-11561955-bot"
"Chr10-018627654-top","MsaSorghum032259","Chr05-11561955-bot"
"Chr09-027557536-top","MsaSorghum032263","Chr05-11579566-bot"
"Chr10-018569046-top","MsaSorghum032263","Chr05-11579566-bot"
"Chr09-027553949-bot","MsaSorghum032264","Chr05-11583393-top"
"Chr10-018565736-bot","MsaSorghum032264","Chr05-11583393-top"
"Chr09-027553946-top","MsaSorghum032265","Chr05-11583396-bot"
"Chr10-018565733-top","MsaSorghum032265","Chr05-11583396-bot"
"Chr09-027553721-top","MsaSorghum032266","Chr05-11583623-bot"
"Chr10-018565505-top","MsaSorghum032266","Chr05-11583623-bot"
"Chr09-028336301-top","MsaSorghum032269","Chr05-11797192-top"
"Chr10-018370238-top","MsaSorghum032269","Chr05-11797192-top"
"Chr09-028347605-top","MsaSorghum032271","Chr05-11804493-top"
"Chr10-018394397-top","MsaSorghum032271","Chr05-11804493-top"
"Chr09-028482727-top","MsaSorghum032274","Chr05-11903019-top"
"Chr10-019092068-top","MsaSorghum032274","Chr05-11903019-top"
"Chr09-028645712-bot","MsaSorghum032279","Chr05-12000304-top"
"Chr10-019267017-top","MsaSorghum032279","Chr05-12000304-top"
"Chr09-028645709-top","MsaSorghum032280","Chr05-12000307-bot"
"Chr10-019267020-bot","MsaSorghum032280","Chr05-12000307-bot"
"Chr09-028642478-bot","MsaSorghum032281","Chr05-12003542-top"
"Chr10-019270224-top","MsaSorghum032281","Chr05-12003542-top"
"Chr09-028642475-top","MsaSorghum032282","Chr05-12003545-bot"
"Chr10-019270227-bot","MsaSorghum032282","Chr05-12003545-bot"
"Chr09-028820581-top","MsaSorghum032290","Chr05-12149277-top"
"Chr10-019466690-top","MsaSorghum032290","Chr05-12149277-top"
"Chr09-028951550-bot","MsaSorghum032291","Chr05-12278994-bot"
"Chr10-019556927-bot","MsaSorghum032291","Chr05-12278994-bot"
"Chr09-028953940-bot","MsaSorghum032292","Chr05-12281772-bot"
"Chr10-019559670-bot","MsaSorghum032292","Chr05-12281772-bot"
"Chr09-028954662-top","MsaSorghum032294","Chr05-12282595-top"
"Chr10-019560395-top","MsaSorghum032294","Chr05-12282595-top"
"Chr09-028970115-bot","MsaSorghum032297","Chr05-12297325-bot"
"Chr10-019681287-top","MsaSorghum032297","Chr05-12297325-bot"
"Chr09-029041127-top","MsaSorghum032298","Chr05-12316769-top"
"Chr10-019667143-bot","MsaSorghum032298","Chr05-12316769-top"
"Chr09-029041130-bot","MsaSorghum032299","Chr05-12316772-bot"
"Chr10-019667140-top","MsaSorghum032299","Chr05-12316772-bot"
"Chr09-029270454-top","MsaSorghum032305","Chr05-12494954-top"
"Chr10-020014013-top","MsaSorghum032305","Chr05-12494954-top"
"Chr09-029385350-top","MsaSorghum032311","Chr05-12744495-top"
"Chr10-020346586-top","MsaSorghum032311","Chr05-12744495-top"
"Chr09-029393946-bot","MsaSorghum032315","Chr05-12762543-bot"
"Chr10-020357241-bot","MsaSorghum032315","Chr05-12762543-bot"
"Chr09-029403674-top","MsaSorghum032317","Chr05-12772859-top"
"Chr10-020372667-top","MsaSorghum032317","Chr05-12772859-top"
"Chr09-029463870-top","MsaSorghum032320","Chr05-12779872-top"
"Chr10-020676290-top","MsaSorghum032320","Chr05-12779872-top"
"Chr09-029463873-bot","MsaSorghum032321","Chr05-12779875-bot"
"Chr10-020676293-bot","MsaSorghum032321","Chr05-12779875-bot"
"Chr09-030014848-bot","MsaSorghum032343","Chr05-13319999-bot"
"Chr10-021638272-top","MsaSorghum032343","Chr05-13319999-bot"
"Chr09-030095433-top","MsaSorghum032346","Chr05-13381068-top"
"Chr10-021527872-bot","MsaSorghum032346","Chr05-13381068-top"
"Chr09-030105934-top","MsaSorghum032353","Chr05-13391693-top"
"Chr10-021519043-bot","MsaSorghum032353","Chr05-13391693-top"
"Chr09-030187946-top","MsaSorghum032355","Chr05-13441679-top"
"Chr10-021692634-top","MsaSorghum032355","Chr05-13441679-top"
"Chr09-030188963-bot","MsaSorghum032358","Chr05-13442696-bot"
"Chr10-021693651-bot","MsaSorghum032358","Chr05-13442696-bot"
"Chr09-030337058-top","MsaSorghum032360","Chr05-13455089-top"
"Chr10-021723938-top","MsaSorghum032360","Chr05-13455089-top"
"Chr09-030337061-bot","MsaSorghum032361","Chr05-13455092-bot"
"Chr10-021723941-bot","MsaSorghum032361","Chr05-13455092-bot"
"Chr09-031024634-bot","MsaSorghum032362","Chr05-13576707-top"
"Chr10-022007516-top","MsaSorghum032362","Chr05-13576707-top"
"Chr09-031262861-bot","MsaSorghum032379","Chr05-14274013-bot"
"Chr10-022286387-bot","MsaSorghum032379","Chr05-14274013-bot"
"Chr09-031265649-top","MsaSorghum032380","Chr05-14275808-top"
"Chr10-022288177-top","MsaSorghum032380","Chr05-14275808-top"
"Chr09-031266485-top","MsaSorghum032381","Chr05-14276613-top"
"Chr10-022289021-top","MsaSorghum032381","Chr05-14276613-top"
"Chr09-031266488-bot","MsaSorghum032382","Chr05-14276616-bot"
"Chr10-022289024-bot","MsaSorghum032382","Chr05-14276616-bot"
"Chr09-031276202-bot","MsaSorghum032383","Chr05-14281084-bot"
"Chr10-022295381-bot","MsaSorghum032383","Chr05-14281084-bot"
"Chr09-031279140-top","MsaSorghum032385","Chr05-14283811-top"
"Chr10-022298456-top","MsaSorghum032385","Chr05-14283811-top"
"Chr09-031279143-bot","MsaSorghum032386","Chr05-14283814-bot"
"Chr10-022298459-bot","MsaSorghum032386","Chr05-14283814-bot"
"Chr09-031279848-top","MsaSorghum032387","Chr05-14284519-top"
"Chr10-022299164-top","MsaSorghum032387","Chr05-14284519-top"
"Chr09-031279851-bot","MsaSorghum032388","Chr05-14284522-bot"
"Chr10-022299167-bot","MsaSorghum032388","Chr05-14284522-bot"
"Chr09-031279939-bot","MsaSorghum032389","Chr05-14284610-bot"
"Chr10-022299255-bot","MsaSorghum032389","Chr05-14284610-bot"
"Chr09-031797594-top","MsaSorghum032396","Chr05-14562872-top"
"Chr10-022648060-top","MsaSorghum032396","Chr05-14562872-top"
"Chr09-031579538-bot","MsaSorghum032401","Chr05-14567677-bot"
"Chr10-022656108-bot","MsaSorghum032401","Chr05-14567677-bot"
"Chr09-031579625-top","MsaSorghum032402","Chr05-14567764-top"
"Chr10-022656195-top","MsaSorghum032402","Chr05-14567764-top"
"Chr09-031812887-bot","MsaSorghum032403","Chr05-14567767-bot"
"Chr10-022656198-bot","MsaSorghum032403","Chr05-14567767-bot"
"Chr09-031817500-top","MsaSorghum032405","Chr05-14568970-top"
"Chr10-022657401-top","MsaSorghum032405","Chr05-14568970-top"
"Chr09-027090377-top","MsaSorghum032421","Chr05-14914025-top"
"Chr10-022794958-top","MsaSorghum032421","Chr05-14914025-top"
"Chr09-027090380-bot","MsaSorghum032422","Chr05-14914028-bot"
"Chr10-022794961-bot","MsaSorghum032422","Chr05-14914028-bot"
"Chr09-027100901-top","MsaSorghum032424","Chr05-14927133-top"
"Chr10-022826167-top","MsaSorghum032424","Chr05-14927133-top"
"Chr09-027093836-bot","MsaSorghum032427","Chr05-14988443-bot"
"Chr10-022775287-bot","MsaSorghum032427","Chr05-14988443-bot"
"Chr09-027144110-top","MsaSorghum032428","Chr05-15015477-top"
"Chr10-022834661-top","MsaSorghum032428","Chr05-15015477-top"
"Chr09-027147218-top","MsaSorghum032431","Chr05-15020165-top"
"Chr10-022842006-top","MsaSorghum032431","Chr05-15020165-top"
"Chr09-027263633-bot","MsaSorghum032433","Chr05-15088726-bot"
"Chr10-023329059-top","MsaSorghum032433","Chr05-15088726-bot"
"Chr09-027296909-top","MsaSorghum032439","Chr05-15094471-top"
"Chr10-023211058-bot","MsaSorghum032439","Chr05-15094471-top"
"Chr09-034797167-top","MsaSorghum032485","Chr05-15762401-top"
"Chr10-023770765-top","MsaSorghum032485","Chr05-15762401-top"
"Chr09-034809276-bot","MsaSorghum032487","Chr05-15762610-bot"
"Chr10-023770974-bot","MsaSorghum032487","Chr05-15762610-bot"
"Chr09-032909392-top","MsaSorghum032490","Chr05-15921914-top"
"Chr10-023891202-top","MsaSorghum032490","Chr05-15921914-top"
"Chr09-032838364-top","MsaSorghum032491","Chr05-15935003-top"
"Chr10-023966456-top","MsaSorghum032491","Chr05-15935003-top"
"Chr09-032839643-bot","MsaSorghum032492","Chr05-15936262-bot"
"Chr10-024006654-bot","MsaSorghum032492","Chr05-15936262-bot"
"Chr09-032841426-top","MsaSorghum032493","Chr05-15938057-top"
"Chr10-024008425-top","MsaSorghum032493","Chr05-15938057-top"
"Chr09-032886877-top","MsaSorghum032494","Chr05-16070622-top"
"Chr10-024047865-top","MsaSorghum032494","Chr05-16070622-top"
"Chr09-031902993-top","MsaSorghum032501","Chr05-16130555-bot"
"Chr10-024310899-bot","MsaSorghum032501","Chr05-16130555-bot"
"Chr09-037906147-top","MsaSorghum032512","Chr05-16409297-bot"
"Chr10-024419973-bot","MsaSorghum032512","Chr05-16409297-bot"
"Chr09-037760764-top","MsaSorghum032523","Chr05-16801993-bot"
"Chr10-024542289-bot","MsaSorghum032523","Chr05-16801993-bot"
"Chr09-037749222-bot","MsaSorghum032525","Chr05-16813352-top"
"Chr10-024550890-top","MsaSorghum032525","Chr05-16813352-top"
"Chr09-036357316-top","MsaSorghum032542","Chr05-17627059-top"
"Chr10-025215129-top","MsaSorghum032542","Chr05-17627059-top"
"Chr09-036190096-bot","MsaSorghum032549","Chr05-18055797-top"
"Chr10-025550780-top","MsaSorghum032549","Chr05-18055797-top"
"Chr09-037095695-top","MsaSorghum032554","Chr05-18324616-bot"
"Chr10-026205329-bot","MsaSorghum032554","Chr05-18324616-bot"
"Chr09-037062691-bot","MsaSorghum032555","Chr05-18345193-top"
"Chr10-026249100-top","MsaSorghum032555","Chr05-18345193-top"
"Chr09-036967081-bot","MsaSorghum032557","Chr05-18470989-top"
"Chr10-026527171-top","MsaSorghum032557","Chr05-18470989-top"
"Chr09-036964936-top","MsaSorghum032558","Chr05-18479439-bot"
"Chr10-026528837-bot","MsaSorghum032558","Chr05-18479439-bot"
"Chr09-039853506-top","MsaSorghum032560","Chr05-18752840-top"
"Chr10-026787875-top","MsaSorghum032560","Chr05-18752840-top"
"Chr09-039853509-bot","MsaSorghum032561","Chr05-18752843-bot"
"Chr10-026787878-bot","MsaSorghum032561","Chr05-18752843-bot"
"Chr09-039854120-top","MsaSorghum032562","Chr05-18753454-top"
"Chr10-026788489-top","MsaSorghum032562","Chr05-18753454-top"
"Chr09-039854123-bot","MsaSorghum032563","Chr05-18753457-bot"
"Chr10-026788492-bot","MsaSorghum032563","Chr05-18753457-bot"
"Chr09-039857557-top","MsaSorghum032564","Chr05-18756892-top"
"Chr10-026791924-top","MsaSorghum032564","Chr05-18756892-top"
"Chr09-039857560-bot","MsaSorghum032565","Chr05-18756895-bot"
"Chr10-026791927-bot","MsaSorghum032565","Chr05-18756895-bot"
"Chr09-039857943-top","MsaSorghum032566","Chr05-18757278-top"
"Chr10-026792307-top","MsaSorghum032566","Chr05-18757278-top"
"Chr09-039863428-bot","MsaSorghum032568","Chr05-18759721-bot"
"Chr10-026794777-bot","MsaSorghum032568","Chr05-18759721-bot"
"Chr09-039930381-bot","MsaSorghum032572","Chr05-18948033-bot"
"Chr10-038645760-top","MsaSorghum032572","Chr05-18948033-bot"
"Chr09-039934234-bot","MsaSorghum032574","Chr05-18952166-bot"
"Chr10-038643302-top","MsaSorghum032574","Chr05-18952166-bot"
"Chr09-039994289-top","MsaSorghum032575","Chr05-19084387-top"
"Chr10-038523863-bot","MsaSorghum032575","Chr05-19084387-top"
"Chr09-039994582-bot","MsaSorghum032576","Chr05-19084675-bot"
"Chr10-038523571-top","MsaSorghum032576","Chr05-19084675-bot"
"Chr09-040208548-top","MsaSorghum032581","Chr05-19407310-top"
"Chr10-038315398-bot","MsaSorghum032581","Chr05-19407310-top"
"Chr09-040212267-bot","MsaSorghum032583","Chr05-19411259-bot"
"Chr10-038310731-top","MsaSorghum032583","Chr05-19411259-bot"
"Chr09-039409739-bot","MsaSorghum032596","Chr05-19970413-top"
"Chr10-037964604-bot","MsaSorghum032596","Chr05-19970413-top"
"Chr09-039409736-top","MsaSorghum032597","Chr05-19970416-bot"
"Chr10-037964601-top","MsaSorghum032597","Chr05-19970416-bot"
"Chr09-039342180-top","MsaSorghum032600","Chr05-20003499-bot"
"Chr10-037738726-top","MsaSorghum032600","Chr05-20003499-bot"
"Chr09-039336553-top","MsaSorghum032601","Chr05-20010479-bot"
"Chr10-037732926-top","MsaSorghum032601","Chr05-20010479-bot"
"Chr09-039176583-top","MsaSorghum032602","Chr05-20089747-bot"
"Chr10-037685330-top","MsaSorghum032602","Chr05-20089747-bot"
"Chr09-039087963-bot","MsaSorghum032608","Chr05-20219430-top"
"Chr10-037511257-bot","MsaSorghum032608","Chr05-20219430-top"
"Chr09-039056841-top","MsaSorghum032611","Chr05-20305734-bot"
"Chr10-037396535-top","MsaSorghum032611","Chr05-20305734-bot"
"Chr09-046780065-top","MsaSorghum032622","Chr05-21071932-top"
"Chr10-030915482-top","MsaSorghum032622","Chr05-21071932-top"
"Chr09-046871993-top","MsaSorghum032626","Chr05-21260072-top"
"Chr10-031186689-top","MsaSorghum032626","Chr05-21260072-top"
"Chr09-046872443-top","MsaSorghum032627","Chr05-21260519-top"
"Chr10-031187136-top","MsaSorghum032627","Chr05-21260519-top"
"Chr09-046873176-bot","MsaSorghum032628","Chr05-21261243-bot"
"Chr10-031187866-bot","MsaSorghum032628","Chr05-21261243-bot"
"Chr09-046140025-bot","MsaSorghum032636","Chr05-24767453-top"
"Chr10-031432256-top","MsaSorghum032636","Chr05-24767453-top"
"Chr09-046140022-top","MsaSorghum032637","Chr05-24767456-bot"
"Chr10-031432259-bot","MsaSorghum032637","Chr05-24767456-bot"
"Chr09-046139722-bot","MsaSorghum032638","Chr05-24767756-top"
"Chr10-031432559-top","MsaSorghum032638","Chr05-24767756-top"
"Chr09-038541000-top","MsaSorghum032640","Chr05-25305043-bot"
"Chr10-036989923-top","MsaSorghum032640","Chr05-25305043-bot"
"Chr09-038872686-bot","MsaSorghum032649","Chr05-26718526-bot"
"Chr10-037860906-bot","MsaSorghum032649","Chr05-26718526-bot"
"Chr09-038894127-bot","MsaSorghum032653","Chr05-27106105-bot"
"Chr10-037873949-bot","MsaSorghum032653","Chr05-27106105-bot"
"Chr09-044184549-top","MsaSorghum032659","Chr05-28117917-top"
"Chr10-033514019-bot","MsaSorghum032659","Chr05-28117917-top"
"Chr09-044186840-bot","MsaSorghum032660","Chr05-28121717-bot"
"Chr10-033511740-top","MsaSorghum032660","Chr05-28121717-bot"
"Chr09-042972366-bot","MsaSorghum032665","Chr05-30621995-top"
"Chr10-034510290-top","MsaSorghum032665","Chr05-30621995-top"
"Chr09-042972363-top","MsaSorghum032666","Chr05-30621998-bot"
"Chr10-034510293-bot","MsaSorghum032666","Chr05-30621998-bot"
"Chr09-042970872-top","MsaSorghum032667","Chr05-30623474-bot"
"Chr10-034511779-bot","MsaSorghum032667","Chr05-30623474-bot"
"Chr09-042957620-bot","MsaSorghum032668","Chr05-30637965-top"
"Chr10-034549786-top","MsaSorghum032668","Chr05-30637965-top"
"Chr09-047085987-bot","MsaSorghum032688","Chr05-34225600-top"
"Chr10-030620000-top","MsaSorghum032688","Chr05-34225600-top"
"Chr09-047085644-bot","MsaSorghum032689","Chr05-34225945-top"
"Chr10-030620343-top","MsaSorghum032689","Chr05-34225945-top"
"Chr09-047137263-bot","MsaSorghum032701","Chr05-34433418-top"
"Chr10-030869068-top","MsaSorghum032701","Chr05-34433418-top"
"Chr09-045216900-top","MsaSorghum032703","Chr05-35005920-top"
"Chr10-032717282-bot","MsaSorghum032703","Chr05-35005920-top"
"Chr09-045216903-bot","MsaSorghum032704","Chr05-35005923-bot"
"Chr10-032717279-top","MsaSorghum032704","Chr05-35005923-bot"
"Chr09-045311256-top","MsaSorghum032709","Chr05-35410831-top"
"Chr10-032623505-bot","MsaSorghum032709","Chr05-35410831-top"
"Chr09-045311484-top","MsaSorghum032710","Chr05-35411065-top"
"Chr10-032623271-bot","MsaSorghum032710","Chr05-35411065-top"
"Chr09-045311809-bot","MsaSorghum032711","Chr05-35411393-bot"
"Chr10-032622968-top","MsaSorghum032711","Chr05-35411393-bot"
"Chr09-045530223-bot","MsaSorghum032724","Chr05-36871645-top"
"Chr10-032869994-top","MsaSorghum032724","Chr05-36871645-top"
"Chr09-045624581-bot","MsaSorghum032727","Chr05-37495009-bot"
"Chr10-032492575-top","MsaSorghum032727","Chr05-37495009-bot"
"Chr09-045724235-top","MsaSorghum032729","Chr05-38419042-top"
"Chr10-032374082-bot","MsaSorghum032729","Chr05-38419042-top"
"Chr09-045734585-top","MsaSorghum032732","Chr05-38427680-top"
"Chr10-032365368-bot","MsaSorghum032732","Chr05-38427680-top"
